PERSONID,RECORDACTIVITYDATE,TESTSCORE,TESTSCORETYPERAW,TESTDATE
364,12/14/2007 15:34:01,32,A04,06/19/1995 00:00:00
364,12/14/2007 15:34:01,450,S01,09/17/1995 00:00:00
364,12/14/2007 15:34:01,1307,SATC,09/17/1995 00:00:00
364,12/14/2007 15:34:01,406,S07,09/17/1995 00:00:00
364,12/14/2007 15:34:01,451,S02,09/17/1995 00:00:00
366,12/14/2007 15:34:01,26,A04,06/19/1995 00:00:00
366,12/14/2007 15:34:01,25,A05,06/19/1995 00:00:00
366,12/14/2007 15:34:01,21,A03,06/19/1995 00:00:00
366,12/14/2007 15:34:01,27,A01,06/19/1995 00:00:00
366,12/14/2007 15:34:01,28,A02,06/19/1995 00:00:00
376,07/03/1995 00:00:00,640,S01,01/15/1995 00:00:00
376,07/03/1995 00:00:00,660,S02,01/15/1995 00:00:00
377,07/03/1995 00:00:00,25,A03,01/15/1995 00:00:00
377,07/03/1995 00:00:00,25,A04,01/15/1995 00:00:00
377,07/03/1995 00:00:00,25,A01,01/15/1995 00:00:00
377,07/03/1995 00:00:00,25,A02,01/15/1995 00:00:00
378,07/03/1995 00:00:00,570,S01,01/15/1995 00:00:00
378,07/03/1995 00:00:00,580,S02,01/15/1995 00:00:00
379,12/14/2007 15:34:01,564,S01,07/06/1995 00:00:00
379,12/14/2007 15:34:01,421,S02,07/06/1995 00:00:00
379,12/14/2007 15:34:01,777,S07,07/06/1995 00:00:00
379,12/14/2007 15:34:01,1762,SATC,07/06/1995 00:00:00
380,07/06/1995 00:00:00,610,S01,01/15/1995 00:00:00
380,07/06/1995 00:00:00,600,S02,01/15/1995 00:00:00
383,12/14/2007 15:34:01,29,A04,04/29/2007 17:40:30
383,12/14/2007 15:34:01,18,A01,04/29/2007 17:40:30
383,12/14/2007 15:34:01,28,A05,04/29/2007 17:40:30
383,12/14/2007 15:34:01,479,S01,07/28/2007 17:40:30
383,12/14/2007 15:34:01,797,S02,07/28/2007 17:40:30
383,12/14/2007 15:34:01,631,S07,07/28/2007 17:40:30
383,12/14/2007 15:34:01,1907,SATC,07/28/2007 17:40:30
383,12/14/2007 15:34:01,717,T02,07/28/2007 17:40:30
383,12/14/2007 15:34:01,31,A03,04/29/2007 17:40:30
383,12/14/2007 15:34:01,35,A02,04/29/2007 17:40:30
399,12/14/2007 15:34:01,25,A04,06/22/2000 13:21:21
399,12/14/2007 15:34:01,19,A03,06/22/2000 13:21:21
399,12/14/2007 15:34:01,21,A05,06/22/2000 13:21:21
399,12/14/2007 15:34:01,20,A02,06/22/2000 13:21:21
399,12/14/2007 15:34:01,23,A01,06/22/2000 13:21:21
431,12/14/2007 15:34:01,400,S02,11/04/2003 13:45:43
431,12/14/2007 15:34:01,1747,SATC,11/04/2003 13:45:43
431,12/14/2007 15:34:01,657,S07,11/04/2003 13:45:43
431,12/14/2007 15:34:01,690,S01,11/04/2003 13:45:43
449,04/07/2006 00:00:00,48,CM01,04/07/2006 00:00:00
470,12/14/2007 15:34:01,34,A02,07/21/2003 17:07:53
470,12/14/2007 15:34:01,26,A04,07/21/2003 17:07:53
470,12/14/2007 15:34:01,30,A05,07/21/2003 17:07:53
470,12/14/2007 15:34:01,34,A01,07/21/2003 17:07:53
470,12/14/2007 15:34:01,663,S07,10/19/2003 17:07:53
470,12/14/2007 15:34:01,737,S02,10/19/2003 17:07:53
470,12/14/2007 15:34:01,475,S01,10/19/2003 17:07:53
470,12/14/2007 15:34:01,1875,SATC,10/19/2003 17:07:53
470,12/14/2007 15:34:01,26,A03,07/21/2003 17:07:53
508,11/19/1997 00:00:00,650,S01,09/09/1996 00:00:00
508,11/19/1997 00:00:00,800,S02,11/11/1997 00:00:00
508,11/19/1997 00:00:00,550,S01,11/11/1997 00:00:00
508,11/19/1997 00:00:00,750,S02,09/09/1996 00:00:00
508,02/08/2007 12:05:22,1000,SATC,11/11/2006 00:00:00
508,07/30/2007 01:50:12,0870,SATT,06/29/2005 00:00:00
508,07/30/2007 01:50:12,18,A05,06/29/2005 00:00:00
508,07/30/2007 01:50:12,19,ACT,12/12/2006 00:00:00
508,06/14/2012 18:48:32,1,BAPP,06/14/2012 00:00:00
509,12/14/2007 15:34:01,23,A01,11/19/1997 00:00:00
509,12/14/2007 15:34:01,26,A02,11/19/1997 00:00:00
509,12/14/2007 15:34:01,22,A05,11/19/1997 00:00:00
509,12/14/2007 15:34:01,18,A03,11/19/1997 00:00:00
509,12/14/2007 15:34:01,24,A04,11/19/1997 00:00:00
510,02/13/2002 00:00:00,700,S02,09/05/1997 00:00:00
510,02/13/2002 00:00:00,500,S01,05/09/1997 00:00:00
510,02/28/2006 00:00:00,1510,GREC,02/28/2006 00:00:00
511,12/14/2007 15:34:01,541,S01,11/19/1997 13:31:04
511,12/14/2007 15:34:01,1595,SATC,11/19/1997 13:31:04
511,12/14/2007 15:34:01,449,S07,11/19/1997 13:31:04
511,12/14/2007 15:34:01,605,S02,11/19/1997 13:31:04
512,02/13/2002 00:00:00,600,S01,06/06/1998 00:00:00
512,02/13/2002 00:00:00,600,S02,06/06/1998 00:00:00
512,02/28/2006 00:00:00,1380,GREC,02/28/2006 00:00:00
514,02/13/2002 00:00:00,600,S02,06/06/1998 00:00:00
514,02/13/2002 00:00:00,600,S01,06/06/1998 00:00:00
514,02/28/2006 00:00:00,1260,GREC,02/28/2006 00:00:00
516,11/26/1997 00:00:00,550,S01,05/01/1997 00:00:00
516,11/26/1997 00:00:00,600,S02,05/01/1997 00:00:00
519,12/14/2007 15:34:01,18,A01,02/14/2002 00:00:00
519,12/14/2007 15:34:01,18,A02,02/14/2002 00:00:00
519,12/14/2007 15:34:01,32,A04,02/14/2002 00:00:00
519,12/14/2007 15:34:01,32,A03,02/14/2002 00:00:00
519,12/14/2007 15:34:01,2004,SATC,05/15/2002 00:00:00
519,12/14/2007 15:34:01,781,S01,05/15/2002 00:00:00
519,12/14/2007 15:34:01,670,S02,05/15/2002 00:00:00
519,12/14/2007 15:34:01,553,S07,05/15/2002 00:00:00
519,12/14/2007 15:34:01,25,A05,02/14/2002 00:00:00
520,12/14/2007 15:34:01,35,A04,12/30/1997 16:33:02
520,12/14/2007 15:34:01,21,A03,12/30/1997 16:33:02
520,12/14/2007 15:34:01,33,A02,12/30/1997 16:33:02
520,12/14/2007 15:34:01,32,A01,12/30/1997 16:33:02
520,12/14/2007 15:34:01,30,A05,12/30/1997 16:33:02
521,12/31/1997 00:00:00,600,S02,05/01/1997 00:00:00
521,12/31/1997 00:00:00,550,S01,05/01/1997 00:00:00
522,12/14/2007 15:34:01,543,S01,02/13/2002 00:00:00
522,12/14/2007 15:34:01,1834,SATC,02/13/2002 00:00:00
522,12/14/2007 15:34:01,789,S07,02/13/2002 00:00:00
522,12/14/2007 15:34:01,502,S02,02/13/2002 00:00:00
535,02/13/2002 00:00:00,800,S01,08/09/1997 00:00:00
535,02/13/2002 00:00:00,700,S02,09/09/1997 00:00:00
538,12/14/2007 15:34:02,27,A01,07/18/1997 00:00:00
538,12/14/2007 15:34:02,18,A02,07/18/1997 00:00:00
538,12/14/2007 15:34:02,31,A04,07/18/1997 00:00:00
538,12/14/2007 15:34:02,18,A03,07/18/1997 00:00:00
538,12/14/2007 15:34:02,1584,SATC,10/16/1997 00:00:00
538,12/14/2007 15:34:02,769,S01,10/16/1997 00:00:00
538,12/14/2007 15:34:02,408,S02,10/16/1997 00:00:00
538,12/14/2007 15:34:02,407,S07,10/16/1997 00:00:00
538,12/14/2007 15:34:02,23,A05,07/18/1997 00:00:00
539,12/14/2007 15:34:02,30,A01,01/15/1998 18:56:03
539,12/14/2007 15:34:02,19,A02,01/15/1998 18:56:03
539,12/14/2007 15:34:02,22,A05,01/15/1998 18:56:03
539,12/14/2007 15:34:02,23,A03,01/15/1998 18:56:03
539,12/14/2007 15:34:02,19,A04,01/15/1998 18:56:03
540,01/15/1998 00:00:00,30,A05,12/12/1997 00:00:00
548,01/26/1998 00:00:00,600,S02,05/01/1997 00:00:00
548,01/26/1998 00:00:00,550,S01,05/01/1997 00:00:00
551,12/14/2007 15:34:02,571,S01,11/13/2006 14:12:20
551,12/14/2007 15:34:02,1898,SATC,11/13/2006 14:12:20
551,12/14/2007 15:34:02,790,S07,11/13/2006 14:12:20
551,12/14/2007 15:34:02,537,S02,11/13/2006 14:12:20
552,01/23/1998 00:00:00,30,A05,10/01/1996 00:00:00
553,12/14/2007 15:34:02,18,A01,01/23/1998 00:00:00
553,12/14/2007 15:34:02,22,A02,01/23/1998 00:00:00
553,12/14/2007 15:34:02,23,A04,01/23/1998 00:00:00
553,12/14/2007 15:34:02,18,A03,01/23/1998 00:00:00
553,12/14/2007 15:34:02,1579,SATC,04/23/1998 00:00:00
553,12/14/2007 15:34:02,653,S01,04/23/1998 00:00:00
553,12/14/2007 15:34:02,488,S02,04/23/1998 00:00:00
553,12/14/2007 15:34:02,438,S07,04/23/1998 00:00:00
553,12/14/2007 15:34:02,20,A05,01/23/1998 00:00:00
555,12/14/2007 15:34:02,19,A01,01/26/1998 00:00:00
555,12/14/2007 15:34:02,19,A02,01/26/1998 00:00:00
555,12/14/2007 15:34:02,22,A05,01/26/1998 00:00:00
555,12/14/2007 15:34:02,27,A03,01/26/1998 00:00:00
555,12/14/2007 15:34:02,26,A04,01/26/1998 00:00:00
556,12/14/2007 15:34:02,748,S01,01/26/1998 00:00:00
556,12/14/2007 15:34:02,1829,SATC,01/26/1998 00:00:00
556,12/14/2007 15:34:02,440,S07,01/26/1998 00:00:00
556,12/14/2007 15:34:02,641,S02,01/26/1998 00:00:00
557,12/14/2007 15:34:02,22,A01,01/26/1998 00:00:00
557,12/14/2007 15:34:02,31,A02,01/26/1998 00:00:00
557,12/14/2007 15:34:02,25,A04,01/26/1998 00:00:00
557,12/14/2007 15:34:02,30,A03,01/26/1998 00:00:00
557,12/14/2007 15:34:02,1844,SATC,04/26/1998 00:00:00
557,12/14/2007 15:34:02,746,S01,04/26/1998 00:00:00
557,12/14/2007 15:34:02,571,S02,04/26/1998 00:00:00
557,12/14/2007 15:34:02,527,S07,04/26/1998 00:00:00
557,12/14/2007 15:34:02,27,A05,01/26/1998 00:00:00
558,12/14/2007 15:34:02,25,A01,01/26/1998 00:00:00
558,12/14/2007 15:34:02,24,A02,01/26/1998 00:00:00
558,12/14/2007 15:34:02,21,A05,01/26/1998 00:00:00
558,12/14/2007 15:34:02,18,A03,01/26/1998 00:00:00
558,12/14/2007 15:34:02,18,A04,01/26/1998 00:00:00
559,12/14/2007 15:34:02,543,S07,01/26/1998 00:00:00
559,12/14/2007 15:34:02,1651,SATC,01/26/1998 00:00:00
559,12/14/2007 15:34:02,631,S01,01/26/1998 00:00:00
559,12/14/2007 15:34:02,477,S02,01/26/1998 00:00:00
560,12/14/2007 15:34:02,26,A01,01/26/1998 00:00:00
560,12/14/2007 15:34:02,20,A02,01/26/1998 00:00:00
560,12/14/2007 15:34:02,31,A04,01/26/1998 00:00:00
560,12/14/2007 15:34:02,35,A03,01/26/1998 00:00:00
560,12/14/2007 15:34:02,2197,SATC,04/26/1998 00:00:00
560,12/14/2007 15:34:02,779,S01,04/26/1998 00:00:00
560,12/14/2007 15:34:02,681,S02,04/26/1998 00:00:00
560,12/14/2007 15:34:02,737,S07,04/26/1998 00:00:00
560,12/14/2007 15:34:02,28,A05,01/26/1998 00:00:00
561,12/14/2007 15:34:02,27,A01,01/26/1998 00:00:00
561,12/14/2007 15:34:02,21,A02,01/26/1998 00:00:00
561,12/14/2007 15:34:02,24,A05,01/26/1998 00:00:00
561,12/14/2007 15:34:02,26,A03,01/26/1998 00:00:00
561,12/14/2007 15:34:02,23,A04,01/26/1998 00:00:00
562,12/14/2007 15:34:02,543,S01,01/26/1998 00:00:00
562,12/14/2007 15:34:02,1550,SATC,01/26/1998 00:00:00
562,12/14/2007 15:34:02,425,S07,01/26/1998 00:00:00
562,12/14/2007 15:34:02,582,S02,01/26/1998 00:00:00
563,12/14/2007 15:34:02,34,A01,01/26/1998 00:00:00
563,12/14/2007 15:34:02,24,A02,01/26/1998 00:00:00
563,12/14/2007 15:34:02,20,A04,01/26/1998 00:00:00
563,12/14/2007 15:34:02,21,A03,01/26/1998 00:00:00
563,12/14/2007 15:34:02,1829,SATC,04/26/1998 00:00:00
563,12/14/2007 15:34:02,701,S01,04/26/1998 00:00:00
563,12/14/2007 15:34:02,576,S02,04/26/1998 00:00:00
563,12/14/2007 15:34:02,552,S07,04/26/1998 00:00:00
563,12/14/2007 15:34:02,24,A05,01/26/1998 00:00:00
564,12/14/2007 15:34:02,34,A01,01/26/1998 00:00:00
564,12/14/2007 15:34:02,26,A02,01/26/1998 00:00:00
564,12/14/2007 15:34:02,30,A05,01/26/1998 00:00:00
564,12/14/2007 15:34:02,33,A03,01/26/1998 00:00:00
564,12/14/2007 15:34:02,29,A04,01/26/1998 00:00:00
565,12/14/2007 15:34:02,682,S01,01/26/1998 00:00:00
565,12/14/2007 15:34:02,1499,SATC,01/26/1998 00:00:00
565,12/14/2007 15:34:02,415,S07,01/26/1998 00:00:00
565,12/14/2007 15:34:02,402,S02,01/26/1998 00:00:00
566,12/14/2007 15:34:02,33,A01,01/26/1998 00:00:00
566,12/14/2007 15:34:02,27,A02,01/26/1998 00:00:00
566,12/14/2007 15:34:02,24,A04,01/26/1998 00:00:00
566,12/14/2007 15:34:02,20,A03,01/26/1998 00:00:00
566,12/14/2007 15:34:02,1703,SATC,04/26/1998 00:00:00
566,12/14/2007 15:34:02,539,S01,04/26/1998 00:00:00
566,12/14/2007 15:34:02,742,S02,04/26/1998 00:00:00
566,12/14/2007 15:34:02,422,S07,04/26/1998 00:00:00
566,12/14/2007 15:34:02,26,A05,01/26/1998 00:00:00
567,01/26/1998 00:00:00,27,A05,12/01/1996 00:00:00
568,12/14/2007 15:34:02,18,A01,01/26/1998 08:00:47
568,12/14/2007 15:34:02,21,A02,01/26/1998 08:00:47
568,12/14/2007 15:34:02,22,A05,01/26/1998 08:00:47
568,12/14/2007 15:34:02,24,A03,01/26/1998 08:00:47
568,12/14/2007 15:34:02,25,A04,01/26/1998 08:00:47
569,12/14/2007 15:34:02,712,S01,01/26/1998 08:02:15
569,12/14/2007 15:34:02,1956,SATC,01/26/1998 08:02:15
569,12/14/2007 15:34:02,688,S07,01/26/1998 08:02:15
569,12/14/2007 15:34:02,556,S02,01/26/1998 08:02:15
570,12/14/2007 15:34:02,19,A01,01/26/1998 08:03:27
570,12/14/2007 15:34:02,33,A02,01/26/1998 08:03:27
570,12/14/2007 15:34:02,31,A04,01/26/1998 08:03:27
570,12/14/2007 15:34:02,31,A03,01/26/1998 08:03:27
570,12/14/2007 15:34:02,1942,SATC,04/26/1998 08:03:27
570,12/14/2007 15:34:02,720,S01,04/26/1998 08:03:27
570,12/14/2007 15:34:02,583,S02,04/26/1998 08:03:27
570,12/14/2007 15:34:02,639,S07,04/26/1998 08:03:27
570,12/14/2007 15:34:02,28,A05,01/26/1998 08:03:27
571,12/14/2007 15:34:02,20,A01,01/26/1998 08:04:59
571,12/14/2007 15:34:02,26,A02,01/26/1998 08:04:59
571,12/14/2007 15:34:02,24,A05,01/26/1998 08:04:59
571,12/14/2007 15:34:02,27,A03,01/26/1998 08:04:59
571,12/14/2007 15:34:02,25,A04,01/26/1998 08:04:59
572,12/14/2007 15:34:02,676,S01,01/26/1998 08:07:41
572,12/14/2007 15:34:02,1606,SATC,01/26/1998 08:07:41
572,12/14/2007 15:34:02,527,S07,01/26/1998 08:07:41
572,12/14/2007 15:34:02,403,S02,01/26/1998 08:07:41
598,12/14/2007 15:34:02,33,A01,01/26/1998 22:16:09
598,12/14/2007 15:34:02,31,A02,01/26/1998 22:16:09
598,12/14/2007 15:34:02,35,A04,01/26/1998 22:16:09
598,12/14/2007 15:34:02,32,A03,01/26/1998 22:16:09
598,12/14/2007 15:34:02,1623,SATC,04/26/1998 22:16:09
598,12/14/2007 15:34:02,487,S01,04/26/1998 22:16:09
598,12/14/2007 15:34:02,488,S02,04/26/1998 22:16:09
598,12/14/2007 15:34:02,648,S07,04/26/1998 22:16:09
598,12/14/2007 15:34:02,32,A05,01/26/1998 22:16:09
614,02/02/1998 00:00:00,30,A05,12/01/1995 00:00:00
614,02/15/2002 00:00:00,670,S01,04/13/1996 00:00:00
614,02/15/2002 00:00:00,770,S02,04/13/1994 00:00:00
615,12/14/2007 15:34:02,27,A01,02/02/1998 10:46:11
615,12/14/2007 15:34:02,20,A02,02/02/1998 10:46:11
615,12/14/2007 15:34:02,24,A05,02/02/1998 10:46:11
615,12/14/2007 15:34:02,25,A03,02/02/1998 10:46:11
615,12/14/2007 15:34:02,27,A04,02/02/1998 10:46:11
616,12/14/2007 15:34:02,656,S01,02/02/1998 10:48:06
616,12/14/2007 15:34:02,1747,SATC,02/02/1998 10:48:06
616,12/14/2007 15:34:02,508,S07,02/02/1998 10:48:06
616,12/14/2007 15:34:02,583,S02,02/02/1998 10:48:06
617,12/14/2007 15:34:02,528,S01,05/03/1998 10:51:48
617,12/14/2007 15:34:02,458,S02,05/03/1998 10:51:48
617,12/14/2007 15:34:02,678,S07,05/03/1998 10:51:48
617,12/14/2007 15:34:02,1664,SATC,05/03/1998 10:51:48
617,12/14/2007 15:34:02,28,A05,02/02/1998 10:51:48
617,12/14/2007 15:34:02,27,A02,02/02/1998 10:51:48
617,12/14/2007 15:34:02,34,A04,02/02/1998 10:51:48
617,12/14/2007 15:34:02,33,A03,02/02/1998 10:51:48
617,12/14/2007 15:34:02,20,A01,02/02/1998 10:51:48
618,12/14/2007 15:34:02,23,A01,02/02/1998 10:53:56
618,12/14/2007 15:34:02,19,A02,02/02/1998 10:53:56
618,12/14/2007 15:34:02,24,A05,02/02/1998 10:53:56
618,12/14/2007 15:34:02,32,A03,02/02/1998 10:53:56
618,12/14/2007 15:34:02,25,A04,02/02/1998 10:53:56
619,12/14/2007 15:34:02,590,S01,02/03/1998 12:16:25
619,12/14/2007 15:34:02,1715,SATC,02/03/1998 12:16:25
619,12/14/2007 15:34:02,544,S07,02/03/1998 12:16:25
619,12/14/2007 15:34:02,581,S02,02/03/1998 12:16:25
620,12/14/2007 15:34:02,21,A01,02/05/1998 08:41:40
620,12/14/2007 15:34:02,24,A02,02/05/1998 08:41:40
620,12/14/2007 15:34:02,25,A04,02/05/1998 08:41:40
620,12/14/2007 15:34:02,21,A03,02/05/1998 08:41:40
620,12/14/2007 15:34:02,1808,SATC,05/06/1998 08:41:40
620,12/14/2007 15:34:02,648,S01,05/06/1998 08:41:40
620,12/14/2007 15:34:02,421,S02,05/06/1998 08:41:40
620,12/14/2007 15:34:02,739,S07,05/06/1998 08:41:40
620,12/14/2007 15:34:02,22,A05,02/05/1998 08:41:40
623,12/14/2007 15:34:02,25,A01,02/05/1998 23:10:41
623,12/14/2007 15:34:02,29,A02,02/05/1998 23:10:41
623,12/14/2007 15:34:02,28,A05,02/05/1998 23:10:41
623,12/14/2007 15:34:02,23,A03,02/05/1998 23:10:41
623,12/14/2007 15:34:02,35,A04,02/05/1998 23:10:41
624,12/14/2007 15:34:03,613,S01,02/06/1998 16:17:06
624,12/14/2007 15:34:03,1706,SATC,02/06/1998 16:17:06
624,12/14/2007 15:34:03,600,S07,02/06/1998 16:17:06
624,12/14/2007 15:34:03,493,S02,02/06/1998 16:17:06
625,02/06/1998 00:00:00,550,S02,05/01/1996 00:00:00
625,02/06/1998 00:00:00,600,S01,05/01/1996 00:00:00
626,12/14/2007 15:34:03,27,A01,02/10/1998 00:51:47
626,12/14/2007 15:34:03,22,A02,02/10/1998 00:51:47
626,12/14/2007 15:34:03,18,A04,02/10/1998 00:51:47
626,12/14/2007 15:34:03,35,A03,02/10/1998 00:51:47
626,12/14/2007 15:34:03,2185,SATC,05/11/1998 00:51:47
626,12/14/2007 15:34:03,796,S01,05/11/1998 00:51:47
626,12/14/2007 15:34:03,604,S02,05/11/1998 00:51:47
626,12/14/2007 15:34:03,785,S07,05/11/1998 00:51:47
626,12/14/2007 15:34:03,25,A05,02/10/1998 00:51:47
627,02/13/2002 00:00:00,500,S02,09/09/1997 00:00:00
627,02/13/2002 00:00:00,500,S01,09/09/1997 00:00:00
631,02/13/2002 00:00:00,500,S02,06/06/1998 00:00:00
631,02/13/2002 00:00:00,400,S01,06/06/1998 00:00:00
633,12/14/2007 15:34:03,32,A01,02/18/1998 09:20:35
633,12/14/2007 15:34:03,28,A02,02/18/1998 09:20:35
633,12/14/2007 15:34:03,29,A05,02/18/1998 09:20:35
633,12/14/2007 15:34:03,35,A03,02/18/1998 09:20:35
633,12/14/2007 15:34:03,21,A04,02/18/1998 09:20:35
634,12/14/2007 15:34:03,447,S01,12/25/2003 09:07:45
634,12/14/2007 15:34:03,1811,SATC,12/25/2003 09:07:45
634,12/14/2007 15:34:03,663,S07,12/25/2003 09:07:45
634,12/14/2007 15:34:03,701,S02,12/25/2003 09:07:45
642,02/13/2002 00:00:00,600,S02,06/06/1997 00:00:00
642,02/13/2002 00:00:00,600,S01,06/06/1997 00:00:00
643,02/13/2002 00:00:00,600,S01,06/06/1997 00:00:00
643,02/13/2002 00:00:00,600,S02,06/06/1997 00:00:00
644,02/13/2002 00:00:00,700,S02,08/08/1997 00:00:00
644,02/13/2002 00:00:00,800,S01,08/08/1997 00:00:00
645,02/23/1998 00:00:00,550,S01,08/01/1996 00:00:00
645,02/23/1998 00:00:00,610,S02,08/01/1996 00:00:00
646,12/14/2007 15:34:03,22,A01,02/24/1998 00:00:00
646,12/14/2007 15:34:03,26,A02,02/24/1998 00:00:00
646,12/14/2007 15:34:03,20,A04,02/24/1998 00:00:00
646,12/14/2007 15:34:03,25,A03,02/24/1998 00:00:00
646,12/14/2007 15:34:03,1749,SATC,05/25/1998 00:00:00
646,12/14/2007 15:34:03,642,S01,05/25/1998 00:00:00
646,12/14/2007 15:34:03,422,S02,05/25/1998 00:00:00
646,12/14/2007 15:34:03,685,S07,05/25/1998 00:00:00
646,12/14/2007 15:34:03,23,A05,02/24/1998 00:00:00
647,02/25/1998 00:00:00,700,S02,11/11/1997 00:00:00
647,02/25/1998 00:00:00,650,S01,11/11/1996 00:00:00
648,02/25/1998 00:00:00,650,S01,11/11/1997 00:00:00
648,02/13/2002 00:00:00,650,S02,11/11/1997 00:00:00
649,02/15/2002 00:00:00,550,S01,05/18/1996 00:00:00
649,02/15/2002 00:00:00,600,S02,05/18/1996 00:00:00
649,02/07/2003 00:00:00,29,A05,12/01/2000 00:00:00
649,09/21/2008 12:06:28,7,ESSY,09/10/2008 00:00:00
650,12/14/2007 15:34:03,31,A01,02/13/2002 00:00:00
650,12/14/2007 15:34:03,28,A02,02/13/2002 00:00:00
650,12/14/2007 15:34:03,24,A05,02/13/2002 00:00:00
650,12/14/2007 15:34:03,18,A03,02/13/2002 00:00:00
650,12/14/2007 15:34:03,22,A04,02/13/2002 00:00:00
651,03/02/1998 00:00:00,30,A05,10/10/1996 00:00:00
651,02/15/2002 00:00:00,575,S02,05/18/1994 00:00:00
651,02/15/2002 00:00:00,660,S01,05/18/1994 00:00:00
652,12/14/2007 15:34:03,586,S07,03/02/1998 12:21:22
652,12/14/2007 15:34:03,1521,SATC,03/02/1998 12:21:22
652,12/14/2007 15:34:03,506,S02,03/02/1998 12:21:22
652,12/14/2007 15:34:03,429,S01,03/02/1998 12:21:22
654,02/28/2006 00:00:00,1380,GREC,01/01/2006 00:00:00
655,03/03/1998 00:00:00,680,S01,11/11/1997 00:00:00
657,03/03/1998 00:00:00,550,S02,05/01/1993 00:00:00
657,03/03/1998 00:00:00,600,S01,05/01/1993 00:00:00
661,12/14/2007 15:34:03,503,S07,06/03/1998 00:00:00
661,12/14/2007 15:34:03,1742,SATC,06/03/1998 00:00:00
661,12/14/2007 15:34:03,691,S02,06/03/1998 00:00:00
661,12/14/2007 15:34:03,548,S01,06/03/1998 00:00:00
661,12/14/2007 15:34:03,24,A05,03/05/1998 00:00:00
661,12/14/2007 15:34:03,33,A03,03/05/1998 00:00:00
661,12/14/2007 15:34:03,24,A04,03/05/1998 00:00:00
661,12/14/2007 15:34:03,20,A02,03/05/1998 00:00:00
661,12/14/2007 15:34:03,19,A01,03/05/1998 00:00:00
662,12/14/2007 15:34:03,22,A03,03/06/1998 15:40:19
662,12/14/2007 15:34:03,32,A04,03/06/1998 15:40:19
662,12/14/2007 15:34:03,35,A02,03/06/1998 15:40:19
662,12/14/2007 15:34:03,19,A01,03/06/1998 15:40:19
662,12/14/2007 15:34:03,27,A05,03/06/1998 15:40:19
689,12/14/2007 15:34:03,406,S01,03/10/1998 14:13:27
689,12/14/2007 15:34:03,627,S02,03/10/1998 14:13:27
689,12/14/2007 15:34:03,478,S07,03/10/1998 14:13:27
689,12/14/2007 15:34:03,1511,SATC,03/10/1998 14:13:27
690,10/24/2013 15:43:05,1410,SATT,10/24/2013 00:00:00
690,10/24/2013 15:43:05,32,A05,10/24/2013 00:00:00
691,12/14/2007 15:34:03,1735,SATC,06/10/1998 13:59:57
691,12/14/2007 15:34:03,731,S07,06/10/1998 13:59:57
691,12/14/2007 15:34:03,402,S02,06/10/1998 13:59:57
691,12/14/2007 15:34:03,602,S01,06/10/1998 13:59:57
691,12/14/2007 15:34:03,28,A05,03/12/1998 13:59:57
691,12/14/2007 15:34:03,33,A03,03/12/1998 13:59:57
691,12/14/2007 15:34:03,33,A04,03/12/1998 13:59:57
691,12/14/2007 15:34:03,27,A01,03/12/1998 13:59:57
691,12/14/2007 15:34:03,21,A02,03/12/1998 13:59:57
692,02/13/2002 00:00:00,500,S01,06/06/1998 00:00:00
692,02/13/2002 00:00:00,500,S02,06/06/1998 00:00:00
693,03/24/1998 00:00:00,26,A05,12/01/1996 00:00:00
694,03/25/1998 00:00:00,670,S01,11/11/1996 00:00:00
695,12/14/2007 15:34:03,21,A01,02/13/2002 00:00:00
695,12/14/2007 15:34:03,18,A02,02/13/2002 00:00:00
695,12/14/2007 15:34:03,23,A03,02/13/2002 00:00:00
695,12/14/2007 15:34:03,20,A05,02/13/2002 00:00:00
695,12/14/2007 15:34:03,18,A04,02/13/2002 00:00:00
696,03/26/1998 00:00:00,650,1C,01/12/1997 00:00:00
696,03/26/1998 00:00:00,25,A05,12/01/1997 00:00:00
701,04/02/1998 00:00:00,30,A05,12/01/1996 00:00:00
702,12/14/2007 15:34:03,720,S01,03/30/1998 10:26:37
702,12/14/2007 15:34:03,703,S02,03/30/1998 10:26:37
702,12/14/2007 15:34:03,2050,SATC,03/30/1998 10:26:37
702,12/14/2007 15:34:03,627,S07,03/30/1998 10:26:37
703,12/14/2007 15:34:03,1839,SATC,06/28/1998 14:17:09
703,12/14/2007 15:34:03,653,S07,06/28/1998 14:17:09
703,12/14/2007 15:34:03,662,S01,06/28/1998 14:17:09
703,12/14/2007 15:34:03,524,S02,06/28/1998 14:17:09
703,12/14/2007 15:34:03,22,A05,03/30/1998 14:17:09
703,12/14/2007 15:34:03,19,A03,03/30/1998 14:17:09
703,12/14/2007 15:34:03,25,A04,03/30/1998 14:17:09
703,12/14/2007 15:34:03,23,A02,03/30/1998 14:17:09
703,12/14/2007 15:34:03,23,A01,03/30/1998 14:17:09
704,12/14/2007 15:34:03,21,A03,03/30/1998 17:00:25
704,12/14/2007 15:34:03,27,A05,03/30/1998 17:00:25
704,12/14/2007 15:34:03,34,A01,03/30/1998 17:00:25
704,12/14/2007 15:34:03,34,A02,03/30/1998 17:00:25
704,12/14/2007 15:34:03,22,A04,03/30/1998 17:00:25
705,12/14/2007 15:34:03,679,S01,03/30/1998 17:06:45
705,12/14/2007 15:34:03,578,S02,03/30/1998 17:06:45
705,12/14/2007 15:34:03,604,S07,03/30/1998 17:06:45
